fire_name,username,tweet,human_theme,cgpt_theme,cgpt_sentiment,cgpt_category,claude_theme,claude_sentiment,claude_category
chetco-bar,byoliviacorin,When the smoke is so bad there are signs at the bank asking you to remove your masks. #fire #ChetcoBarFire,Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
chetco-bar,johnhutchison20,I added a video to a @YouTube playlist https://t.co/ZkeIoqxlFN chetco bar fire nesika,Geospatial Mapping,,,,"Situational Maps, Photos, and Visual Briefings",Engaged/Observational,Situational Awareness and Mapping
chetco-bar,johnhutchison20,chetco bar fire 2: https://t.co/jpTzbaywpL via @YouTube,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,johnhutchison20,chetco bar fire nesika: https://t.co/ZkeIoqxlFN via @YouTube,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,johnhutchison20,chetco bar fire 2: https://t.co/jpTzbaywpL via @YouTube https://t.co/MMc87jK6Gc,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,johnhutchison20,chetco bar fire nesika: https://t.co/ZkeIoqxlFN via @YouTube https://t.co/Vagq2k0R7S,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,JasonSevennod,Haven’t seen a shadow in days.  #chetcobarfire Where did the sun go?,Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,robw_foster,@ersreck Some information on this page is out of date.  Best source for up to date info is the Chetco Bar Fire Help page on Facebook.,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,kendean61,@SpecialReport talking about fires out west and no mention of the Chetco bar fire that has burned over 150 thousand acres. Smoke is choking!,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,Jenstro10,@NBCNews @CNNnewsroom @washingtonpost @CBSNews The northwest is burning. We are on fire. #ChetcoBarFire #EagelCreekFire #OregonFire,Smoke / Air Quality,,,,Media Amplification and Information Gaps,Engaged/Observational,Media and Information Sharing
chetco-bar,Rex65209322,@RonWyden Federal money won't due anything. Take chetco bar fire for example at one point had 30 dozers and operator sitting they wouldn't let run,Public Accountability,,,,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,sheloregon,"@AriShapiro
Fire agencies hold a community meeting to discuss Chetco Bar Fire https://t.co/aMMjwrWJwE",Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,MrCarter503,https://t.co/9odFFnowrD,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,vtgirlinor,"Chetco Bar Fire bigger than Chicago, continues to grow https://t.co/vsUoKegJlg",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,laws_teri,Chetco Bar Fire containment down 5 percent https://t.co/dAGIdmMEnr,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,PeptovonBismuth,We regret the omission. #ChetcoBarFire https://t.co/uCmmf6JjCy,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,hongsomon,I liked a @YouTube video https://t.co/VDMnIfVrHg UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR FIRE!,Geospatial Mapping,,,,"Situational Maps, Photos, and Visual Briefings",Informational/Neutral,Situational Awareness and Mapping
chetco-bar,kennethrlewis,UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/M0fQ9YBTTf via @YouTube Learn the TRUTH!!!,Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,kennethrlewis,UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/M0fQ9YBTTf via @YouTube Worst day so far!,Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,kennethrlewis,"UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/M0fQ9YBTTf via @YouTube
The truth #EXPOSED!",Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,kennethrlewis,"UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/M0fQ9YBTTf via @YouTube
#ChetcoBarFire #travesty",Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,TheWildLifeOV,UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/45poJsDKRw via @YouTube,Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,TheWildLifeOV,"UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/45poJsDKRw via @YouTube
40 miles from us now!!",Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,TheWildLifeOV,"UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/45poJsDKRw via @YouTube
#forestservice created it!",Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,JasonSevennod,Welcome to Mordor  #chetcobarfire,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Engaged/Observational,Fire Behavior and Status
chetco-bar,TheWildLifeOV,UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/45poJsDKRw via @YouTube Listen to BOTH interviews!,Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,mom2000_93550,@staciek323 Sad coincidence. Both my daughters homes too! #LaTunaFire  #ChetcoBarFire  #Praying,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Concerned/Anxious,Personal Experience and Community Impact
chetco-bar,MarilynM,"@NBCNightlyNews Pls don't forget about #ChetcoBarFire in SW Oregon. 167,000 acres and only 5% contained.",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,dive328,"#ChetcoBarFire

https://t.co/5ldLtd3Wag",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,horridpoplyrics,"#oregonfires #WaWildfire #EagleCreekFire #ChetcoBarFire 
Pray for rain.",Community Solidarity,"Solidarity, prayer, and gratitude",Alarm/Distress,"Smoke, weather, and air quality","Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,TMatthewEvans,"@nprmonkeysee Our beautiful, beautiful state is on fire. #ChetcoBarFire is nation's #1 priority wildfire now. 143,000 acres. Started on July 16. 1/",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,ElaineReplogle,"#eugene AQI was 395 earlier today.   320,000 acres burning in #Oregon. #forestfires #EagleCreekFire #ChetcoBarFire #FireEverywhere https://t.co/NfzYFaO5yT",Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,SuHarrington1,The West is on fire. Chetco Bar fire is within 20 miles of my daughter and her family. Why isn't the news covering the Northwest?,Public Accountability,Seeking visibility and official action,Anger/Blame,Media and political accountability,Media Amplification and Information Gaps,Frustrated/Critical,Media and Information Sharing
chetco-bar,mkurfis,"@atlanticPDX Er, Chetco Bar fire. Point still stands.",Fire Progression,,,,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,SuHarrington1,"@NewsHour Please cover the fires in the NW, like the Chetco Bar fire in Oregon and those in Washington and north and west of Redding, CA.",Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Concerned/Anxious,Smoke and Air Quality
chetco-bar,TheWildLifeOV,UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/45poJsDKRw via @YouTube Are we going to let them???,Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,TheWildLifeOV,UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/45poJsDKRw via @YouTube #forestservice ROGUES!,Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,RicksOpinion,"Chetco Bar Fire at 176,000 acres; scammers make fake notices to clear way for looting https://t.co/YjfSYSeveY via @salem_statesman",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,TheWildLifeOV,UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/45poJsDKRw via @YouTube Learn the truth!,Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,kennethrlewis,UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/M0fQ9YBTTf via @YouTube,Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,kennethrlewis,"UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/M0fQ9YBTTf via @YouTube
UPDATE #OREGON #INFERNO!",Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,kennethrlewis,"UPDATE TO FIRE ON THE MOUNTAIN: EXPOSING THE TRUTH ABOUT THE CHETCO BAR ... https://t.co/M0fQ9YBTTf via @YouTube
Please SHARE THIS!",Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,RaptorArts,2.5 miles up on the other side of the river from where we live. #ChetcoBarFire https://t.co/vWco2pXNPL,Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,ORmom,"Chetco Bar Fire grows to 167,000 acres, multiple evacuations issued for Illinois Valley, Brookings area https://t.co/I0SPI9pYQj. 😢",Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Evacuation and public safety,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/0NiAwgVNgN,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/CqBPS1LokE,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
